hin_id	hin_sent	eng_id	eng_sent	eng_roots
Hin_Geo_ncert_6stnd_6ch_0075	अपने साथ ढोए जाने वाले पदार्थों जैसे- पत्थर, बालू तथा सिल्ट को वे घाटियों में निक्षेपित कर देती हैं।	Eng_Geo_ncert_6stnd_6ch_0075	Then they deposit their load consisting of stones, sand and silt along their courses and in their valleys.	b'^Then/Then<adv>/Then<cnjadv>$ ^they/prpers<prn><subj><p3><mf><pl>$ ^deposit/deposit<n><sg>/deposit<vblex><inf>/deposit<vblex><pres>/deposit<vblex><imp>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^load/load<n><sg>/load<vblex><inf>/load<vblex><pres>/load<vblex><imp>$ ^consisting/consist<vblex><pprs>/consist<vblex><subs>/consist<vblex><ger>$ ^of/of<pr>$ ^stones/stone<n><pl>/stone<vblex><pres><p3><sg>$^,/,<cm>$ ^sand/sand<n><sg>$ ^and/and<cnjcoo>$ ^silt/silt<n><sg>$ ^along/along<pr>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^courses/course<n><pl>$ ^and/and<cnjcoo>$ ^in/in<adv>/in<pr>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^valleys/valley<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0076	इन्हीं निक्षेपों से मैदानों का निर्माण होता है।	Eng_Geo_ncert_6stnd_6ch_0076	It is from these deposits that plains are formed.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^from/from<pr>$ ^these/this<det><dem><pl>/this<prn><dem><mf><pl>$ ^deposits/deposit<n><pl>/deposit<vblex><pres><p3><sg>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^plains/plain<n><pl>$ ^are/be<vbser><pres>$ ^formed/form<vblex><pp>/form<vblex><past>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0077	सामान्यतः मैदान बहुत अधिक उपजाऊ होते हैं।	Eng_Geo_ncert_6stnd_6ch_0077	Generally, plains are very fertile.	b'^Generally/Generally<adv>$^,/,<cm>$ ^plains/plain<n><pl>$ ^are/be<vbser><pres>$ ^very/very<adv>/very<preadv>$ ^fertile/fertile<adj>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0078	यहाँ परिवहन के साधनों का निर्माण करना आसान होता है।	Eng_Geo_ncert_6stnd_6ch_0078	Construction of transport network is easy.	b'^Construction/Construction<n><sg>$ ^of/of<pr>$ ^transport/transport<n><sg>/transport<vblex><inf>/transport<vblex><pres>/transport<vblex><imp>$ ^network/network<n><sg>/network<vblex><inf>/network<vblex><pres>/network<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^easy/easy<adj><sint>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0079	इसलिए ये मैदान विश्व के सबसे अधिक जनसंख्या वाले भाग होते हैं।	Eng_Geo_ncert_6stnd_6ch_0079	Thus, these plains are very thickly-populated regions of the world.	b'^Thus/Thus<adv>/Thus<cnjcoo>/Thus<cnjadv>$^,/,<cm>$ ^these/this<det><dem><pl>/this<prn><dem><mf><pl>$ ^plains/plain<n><pl>$ ^are/be<vbser><pres>$ ^very/very<adv>/very<preadv>$ ^thickly/thickly<adv>$^-/-<guio>$^populated/populate<vblex><past>/populate<vblex><pp>$ ^regions/region<n><pl>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^world/world<adj>/world<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0080	नदियों के द्वारा बनाए गए कुछ बड़े मैदान एशिया तथा उत्तरी अमेरिका में पाए जाते हैं।	Eng_Geo_ncert_6stnd_6ch_0080	Some of the largest plains made by the rivers are found in Asia and North America.	b'^Some/Some<adj>/Some<adv>/Some<det><qnt><sp>/Some<prn><ind><mf><pl>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^largest/large<adj><sint><sup>$ ^plains/plain<n><pl>$ ^made/made<adj>/make<vblex><past>/make<vblex><pp>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ ^rivers/river<n><pl>$ ^are/be<vbser><pres>$ ^found/found<adj>/find<vblex><past>/find<vblex><pp>/found<vblex><inf>/found<vblex><pres>/found<vblex><imp>$ ^in/in<adv>/in<pr>$ ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$ ^and/and<cnjcoo>$ ^North America/North America<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0081	एशिया में स्थित भारत में गंगा एवं ब्रह्मपुत्र का मैदान तथा चीन में यांगत्से नदी का मैदान इसके प्रमुख उदाहरण हैं।	Eng_Geo_ncert_6stnd_6ch_0081	For example, in Asia, these plains are formed by the Ganga and the Brahmaputra in India and the Yangtze in China.	b'^For example/For example<adv>$^,/,<cm>$ ^in/in<adv>/in<pr>$ ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$^,/,<cm>$ ^these/this<det><dem><pl>/this<prn><dem><mf><pl>$ ^plains/plain<n><pl>$ ^are/be<vbser><pres>$ ^formed/form<vblex><pp>/form<vblex><past>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ ^Ganga/*Ganga$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^Brahmaputra/*Brahmaputra$ ^in/in<adv>/in<pr>$ ^India/India<np><top><sg>/India<np><ant><f><sg>$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^Yangtze/Yangtze<np><top><sg>$ ^in/in<adv>/in<pr>$ ^China/China<n><sg>/China<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0082	मैदान मनुष्यों के रहने के लिए सबसे उपयोगी क्षेत्र होते हैं।	Eng_Geo_ncert_6stnd_6ch_0082	Plains are the most useful areas for human habitation.	b'^Plains/Plain<n><pl>$ ^are/be<vbser><pres>$ ^the/the<det><def><sp>$ ^most/most<adv>/most<preadv>/most<det><qnt><sp>/most<prn><ind><mf><pl>$ ^useful/useful<adj>$ ^areas/area<n><pl>$ ^for/for<cnjadv>/for<pr>$ ^human/human<adj>/human<n><sg>$ ^habitation/habitation<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0083	यहाँ की जनसंख्या बहुत अधिक होती है, क्योंकि मकानों के बनाने तथा खेती के लिए यहाँ समतल भूमि की प्रचुरता होती है।	Eng_Geo_ncert_6stnd_6ch_0083	There is great concentration of people as more flat land is available for building houses, as well as for cultivation.	b'^There/There<adv>$ ^is/be<vbser><pres><p3><sg>$ ^great/great<adj><sint>$ ^concentration/concentration<n><sg>$ ^of/of<pr>$ ^people/people<n><sg>/person<n><pl>$ ^as/as<adv>/as<preadv>/as<cnjsub>/as<cnjadv>/as<pr>$ ^more/more<adv>/more<preadv>/more<n><sg>/more<det><qnt><sp>$ ^flat/flat<adv>/flat<n><sg>/flat<adj><sint>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^available/available<adj>$ ^for/for<cnjadv>/for<pr>$ ^building/building<n><sg>/build<vblex><pprs>/build<vblex><subs>/build<vblex><ger>$ ^houses/house<vblex><pres><p3><sg>/house<n><pl>$^,/,<cm>$ ^as well as/as well as<cnjcoo>$ ^for/for<cnjadv>/for<pr>$ ^cultivation/cultivation<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0084	उपजाऊ मिट्टी के कारण यह भाग खेती के लिए काफी उपयुक्त होता है।	Eng_Geo_ncert_6stnd_6ch_0084	Because of fertile soils, the land is highly productive for cultivation.	b'^Because of/Because of<pr>$ ^fertile/fertile<adj>$ ^soils/soil<n><pl>/soil<vblex><pres><p3><sg>$^,/,<cm>$ ^the/the<det><def><sp>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^highly/highly<adv>$ ^productive/productive<adj>$ ^for/for<cnjadv>/for<pr>$ ^cultivation/cultivation<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0085	भारत में गंगा का मैदान देश में सबसे अधिक जनसंख्या वाला क्षेत्र है।	Eng_Geo_ncert_6stnd_6ch_0085	In India too, the Indo-Gangetic plains are the most densely populated regions of the country.	b'^In/In<abbr>/In<adv>/In<pr>$ ^India/India<np><top><sg>/India<np><ant><f><sg>$ ^too/too<adv>/too<preadv>$^,/,<cm>$ ^the/the<det><def><sp>$ ^Indo/*Indo$^-/-<guio>$^Gangetic/*Gangetic$ ^plains/plain<n><pl>$ ^are/be<vbser><pres>$ ^the/the<det><def><sp>$ ^most/most<adv>/most<preadv>/most<det><qnt><sp>/most<prn><ind><mf><pl>$ ^densely/densely<adv>$ ^populated/populate<vblex><past>/populate<vblex><pp>$ ^regions/region<n><pl>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^country/country<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0086	स्थलरूपों की विभिन्नता के अनुरूप ही मानव विभिन्न प्रकार से जीवनयापन करते हैं।	Eng_Geo_ncert_6stnd_6ch_0086	Humans have been living on different kinds of landforms in different ways.	b'^Humans/Human<n><pl>$ ^have/have<vbhaver><inf>/have<vbhaver><pres>/have<vblex><inf>/have<vblex><pres>/have<vblex><imp>$ ^been/be<vbser><pp>$ ^living/living<adj>/living<n><sg>/live<vblex><pprs>/live<vblex><subs>/live<vblex><ger>$ ^on/on<adv>/on<pr>$ ^different/different<adj>$ ^kinds/kind<n><pl>$ ^of/of<pr>$ ^landforms/*landforms$ ^in/in<adv>/in<pr>$ ^different/different<adj>$ ^ways/way<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0087	पर्वतीय क्षेत्रों का जीवन कठिन होता है।	Eng_Geo_ncert_6stnd_6ch_0087	Life is difficult in mountainous areas.	b'^Life/Life<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^difficult/difficult<adj>$ ^in/in<adv>/in<pr>$ ^mountainous/mountainous<adj>$ ^areas/area<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0088	मैदानी क्षेत्रों का जीवन पर्वतीय क्षेत्रों की तुलना में सरल होता है।	Eng_Geo_ncert_6stnd_6ch_0088	Plains provide much better conditions.	b'^Plains/Plain<n><pl>$ ^provide/provide<vblex><inf>/provide<vblex><pres>/provide<vblex><imp>$ ^much better/much better<adv>$ ^conditions/condition<n><pl>/condition<vblex><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0089	मैदानों में फसलें उगाना, घर बनाना या सड़कें बनाना, पर्वतीय क्षेत्रों की तुलना में अधिक आसान होता है।	Eng_Geo_ncert_6stnd_6ch_0089	It is easy to grow crops, build a house or a road in a plain than a mountain.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^easy/easy<adj><sint>$ ^to/to<pr>$ ^grow/grow<vblex><inf>/grow<vblex><pres>/grow<vblex><imp>$ ^crops/crop<n><pl>/crop<vblex><pres><p3><sg>$^,/,<cm>$ ^build/build<n><sg>/build<vblex><inf>/build<vblex><pres>/build<vblex><imp>$ ^a/a<det><ind><sg>$ ^house/house<vblex><inf>/house<vblex><pres>/house<vblex><imp>/house<n><sg>$ ^or/or<cnjcoo>$ ^a/a<det><ind><sg>$ ^road/road<adj>/road<n><sg>$ ^in/in<adv>/in<pr>$ ^a/a<det><ind><sg>$ ^plain/plain<n><sg>/plain<adj><sint>$ ^than/than<cnjsub>$ ^a/a<det><ind><sg>$ ^mountain/mountain<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0090	विभिन्न प्रकार के स्थलरूपों पर रहने वाले लोगों के रहन-सहन के तरीकों में कुछ अंतर होता है, क्या आप उनमें से कुछ अंतरों को बता सकते हैं?	Eng_Geo_ncert_6stnd_6ch_0090	Can you point out some differences in the ways people live on different kinds of landforms?	b'^Can/Can<n><sg>/Can<vbmod><inf>/Can<vbmod><pres>/Can<vblex><inf>/Can<vblex><pres>/Can<vblex><imp>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^point/point<n><sg>/point<adj><sint>/point<vblex><inf>/point<vblex><pres>/point<vblex><imp>$ ^out/out<adv>/out<pr>$ ^some/some<adj>/some<adv>/some<det><qnt><sp>/some<prn><ind><mf><pl>$ ^differences/difference<n><pl>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^ways/way<n><pl>$ ^people/people<n><sg>/person<n><pl>$ ^live/live<vblex><inf>/live<vblex><pres>/live<vblex><imp>$ ^on/on<adv>/on<pr>$ ^different/different<adj>$ ^kinds/kind<n><pl>$ ^of/of<pr>$ ^landforms/*landforms$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0091	कभी-कभी प्राकृतिक आपदाएँ जैसे- भूकंप, ज्वालामुखी उद्गार, तूफान या बाढ़ बहुत विनाश कर देते हैं।	Eng_Geo_ncert_6stnd_6ch_0091	Sometimes, natural calamities such as earthquakes, volcanic eruption, storms and floods cause widespread destruction.	b'^Sometimes/Sometimes<adv>$^,/,<cm>$ ^natural/natural<adj>$ ^calamities/calamity<n><pl>$ ^such as/such as<adv>/such as<pr>$ ^earthquakes/earthquake<n><pl>$^,/,<cm>$ ^volcanic/volcanic<adj>$ ^eruption/eruption<n><sg>$^,/,<cm>$ ^storms/storm<n><pl>/storm<vblex><pres><p3><sg>$ ^and/and<cnjcoo>$ ^floods/flood<n><pl>/flood<vblex><pres><p3><sg>$ ^cause/cause<n><sg>/cause<vblex><inf>/cause<vblex><pres>/cause<vblex><imp>$ ^widespread/widespread<adj>$ ^destruction/destruction<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0092	इन आकस्मिक घटनाओं के बारे में जागरूकता पैदा करके हम इनमें आने वाले खतरों को कम कर सकते हैं।	Eng_Geo_ncert_6stnd_6ch_0092	By creative awareness about such incidences we may lower the risks.	b'^By/By<adv>/By<pr>$ ^creative/creative<adj>$ ^awareness/awareness<n><sg>$ ^about/about<adv>/about<pr>$ ^such/such<adv>/such<det><ind><sp>$ ^incidences/incidence<n><pl>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^may/may<vbmod><inf>/may<vbmod><pres>$ ^lower/lower<adv>/low<adj><sint><comp>/lower<vblex><inf>/lower<vblex><pres>/lower<vblex><imp>$ ^the/the<det><def><sp>$ ^risks/risk<n><pl>/risk<vblex><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0093	हम कितने तरीकों से जल एवं स्थल को उपयोग में ला सकते हैं इसका पता हम अपने आस-पास के क्षेत्र से लगा सकते हैं।	Eng_Geo_ncert_6stnd_6ch_0093	You may find out from your own surroundings in how many ways we use the land and water.	b'^You/You<np><cog><sg>/You<prn><pers><p2><mf><sg>/Prpers<prn><subj><p2><mf><sp>/Prpers<prn><obj><p2><mf><sp>$ ^may/may<vbmod><inf>/may<vbmod><pres>$ ^find out/find<vblex><inf># out/find<vblex><pres># out/find<vblex><imp># out$ ^from/from<pr>$ ^your/your<det><pos><sp>/prpers<det><pos><p2><mf><sp>$ ^own/own<adj>/own<vblex><inf>/own<vblex><pres>/own<vblex><imp>$ ^surroundings/surroundings<n><pl>$ ^in/in<adv>/in<pr>$ ^how many/how many<adv><itg>/how many<det><itg><pl>/how many<prn><itg><mf><pl>$ ^ways/way<n><pl>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^use/use<n><sg>/use<vblex><inf>/use<vblex><pres>/use<vblex><imp>$ ^the/the<det><def><sp>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^and/and<cnjcoo>$ ^water/water<n><sg>/water<vblex><inf>/water<vblex><pres>/water<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0094	प्रायः हम स्थल का उपयोग गलत तरीके से करते हैं, जैसे उपजाऊ भूमि पर मकानों का निर्माण करना।	Eng_Geo_ncert_6stnd_6ch_0094	Quite often we use the land in a wasteful manner, for example constructing houses on a fertile land.	b'^Quite/Quite<adv>/Quite<preadv>$ ^often/often<adv>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^use/use<n><sg>/use<vblex><inf>/use<vblex><pres>/use<vblex><imp>$ ^the/the<det><def><sp>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^in/in<adv>/in<pr>$ ^a/a<det><ind><sg>$ ^wasteful/wasteful<adj>$ ^manner/manner<n><sg>$^,/,<cm>$ ^for example/for example<adv>$ ^constructing/construct<vblex><pprs>/construct<vblex><subs>/construct<vblex><ger>$ ^houses/house<vblex><pres><p3><sg>/house<n><pl>$ ^on/on<adv>/on<pr>$ ^a/a<det><ind><sg>$ ^fertile/fertile<adj>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0095	इसी प्रकार हम लोग कूड़ा किसी भी भूमि पर या पानी में फेंक देते हैं जो कि उन्हें गंदा कर देता है।	Eng_Geo_ncert_6stnd_6ch_0095	Similarly we throw garbage on land or in water making them dirty.	b'^Similarly/Similarly<adv>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^throw/throw<n><sg>/throw<vblex><inf>/throw<vblex><pres>/throw<vblex><imp>$ ^garbage/garbage<n><sg>$ ^on/on<adv>/on<pr>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^or/or<cnjcoo>$ ^in/in<adv>/in<pr>$ ^water/water<n><sg>/water<vblex><inf>/water<vblex><pres>/water<vblex><imp>$ ^making/make<vblex><pprs>/make<vblex><subs>/make<vblex><ger>$ ^them/that<prn><dem><pl>/prpers<prn><obj><p3><mf><pl>$ ^dirty/dirty<adj><sint>/dirty<vblex><inf>/dirty<vblex><pres>/dirty<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0096	हमें प्रकृति के इस महत्त्वपूर्ण वरदान का उपयोग इस प्रकार नहीं करना चाहिए।	Eng_Geo_ncert_6stnd_6ch_0096	We should avoid using such important gifts of nature in a careless manner.	b'^We/Prpers<prn><subj><p1><mf><pl>$ ^should/shall<vbmod><past>$ ^avoid/avoid<vblex><inf>/avoid<vblex><pres>/avoid<vblex><imp>$ ^using/use<vblex><pprs>/use<vblex><subs>/use<vblex><ger>$ ^such/such<adv>/such<det><ind><sp>$ ^important/important<adj>$ ^gifts/gift<n><pl>/gift<vblex><pres><p3><sg>$ ^of/of<pr>$ ^nature/nature<n><sg>$ ^in/in<adv>/in<pr>$ ^a/a<det><ind><sg>$ ^careless/careless<adj>$ ^manner/manner<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0097	उपलब्ध भूमि केवल हमारे ही उपयोग के लिए नहीं है।	Eng_Geo_ncert_6stnd_6ch_0097	The available land is not only for our use.	b'^The/The<det><def><sp>$ ^available/available<adj>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^not/not<adv>$ ^only/only<adj>/only<adv>$ ^for/for<cnjadv>/for<pr>$ ^our/our<det><pos><sp>/prpers<det><pos><p1><mf><pl>$ ^use/use<n><sg>/use<vblex><inf>/use<vblex><pres>/use<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_6ch_0098	यह हमारा कर्तव्य है कि हम आगे आने वाली पीढ़ियों के लिए पृथ्वी को सुरक्षित रखें।	Eng_Geo_ncert_6stnd_6ch_0098	It is our duty to leave the earth a better place for future generations as well.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^our/our<det><pos><sp>/prpers<det><pos><p1><mf><pl>$ ^duty/duty<n><sg>$ ^to/to<pr>$ ^leave/leave<n><sg>/leave<vblex><inf>/leave<vblex><pres>/leave<vblex><imp>$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$ ^a/a<det><ind><sg>$ ^better/better<adv>/good<adj><sint><comp>$ ^place/place<n><sg>/place<vblex><inf>/place<vblex><pres>/place<vblex><imp>$ ^for/for<cnjadv>/for<pr>$ ^future/future<adj>/future<n><sg>$ ^generations/generation<n><pl>$ ^as well/as well<adv>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0001	भारत एक बहुत बड़े भौगोलिक विस्तार वाला देश है।	Eng_Geo_ncert_6stnd_7ch_0001	India is a country of vast geographical expanse.	b'^India/India<np><top><sg>/India<np><ant><f><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^country/country<n><sg>$ ^of/of<pr>$ ^vast/vast<adj><sint>$ ^geographical/geographical<adj>$ ^expanse/expanse<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0002	उत्तर में यह हिमालय के ऊँचे शिखरों से घिरा है।	Eng_Geo_ncert_6stnd_7ch_0002	In the north, it is bound by the lofty Himalayas.	b'^In/In<abbr>/In<adv>/In<pr>$ ^the/the<det><def><sp>$ ^north/north<adv>/north<n><sg>/north<adj><sint>$^,/,<cm>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^bound/bind<vblex><past>/bind<vblex><pp>/bound<n><sg>/bound<vblex><inf>/bound<vblex><pres>/bound<vblex><imp>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ ^lofty/lofty<adj><sint>$ ^Himalayas/Himalayas<np><top><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0003	पश्चिम में अरब सागर, पूर्व में बंगाल की खाड़ी तथा दक्षिण में हिंद महासागर भारतीय प्रायद्वीप के तटों पर लहराते हैं।	Eng_Geo_ncert_6stnd_7ch_0003	Arabian Sea in the west, the Bay of Bengal in the east and the Indian Ocean in the south, wash the shores of the Indian peninsula.	b'^Arabian/Arabian<adj>/Arabian<n><sg>$ ^Sea/Sea<n><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^west/west<adj>/west<adv>/west<n><sg>$^,/,<cm>$ ^the/the<det><def><sp>$ ^Bay/Bay<n><sg>$ ^of/of<pr>$ ^Bengal/*Bengal$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^east/east<adj>/east<adv>/east<n><sg>$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^Indian Ocean/Indian Ocean<np><top><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^south/south<adv>/south<n><sg>/south<adj><sint>$^,/,<cm>$ ^wash/wash<n><sg>/wash<vblex><inf>/wash<vblex><pres>/wash<vblex><imp>$ ^the/the<det><def><sp>$ ^shores/shore<n><pl>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^Indian/Indian<adj>/Indian<n><sg>$ ^peninsula/peninsula<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0004	भारत का क्षेत्रफल 32.8 लाख वर्ग किमी. है।	Eng_Geo_ncert_6stnd_7ch_0004	India has an area of about 3.28 million sq. km.	b'^India/India<np><top><sg>/India<np><ant><f><sg>$ ^has/have<vbhaver><pres><p3><sg>/have<vblex><pres><p3><sg>$ ^an/a<det><ind><sg>$ ^area/area<n><sg>$ ^of/of<pr>$ ^about/about<adv>/about<pr>$ ^3.28/3.28<num>/3.28<n><file>$ ^million/million<num><pl>/million<n><sg>$ ^sq./sq.<abbr>$ ^km/km<n><sg>/km<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0005	उत्तर में कश्मीर से लेकर दक्षिण में कन्याकुमारी तक इसका विस्तार लगभग 3,200 किमी. है तथा पूर्व में अरुणाचल प्रदेश से लेकर पश्चिम में कच्छ तक इसका विस्तार लगभग 2,900 किमी. तक है।	Eng_Geo_ncert_6stnd_7ch_0005	The north-south extent from Kashmir to Kanyakumari is about 3,200 km. And the east-west extent from Arunachal Pradesh to Kuchchh is about 2,900 km.	b'^The/The<det><def><sp>$ ^north/north<adv>/north<n><sg>/north<adj><sint>$^-/-<guio>$^south/south<adv>/south<n><sg>/south<adj><sint>$ ^extent/extent<n><sg>$ ^from/from<pr>$ ^Kashmir/Kashmir<np><top><sg>$ ^to/to<pr>$ ^Kanyakumari/*Kanyakumari$ ^is/be<vbser><pres><p3><sg>$ ^about/about<adv>/about<pr>$ ^3,200/3,200<num>$ ^km/km<n><sg>/km<n><pl>$^./.<sent>$ ^And/And<cnjcoo>$ ^the/the<det><def><sp>$ ^east/east<adj>/east<adv>/east<n><sg>$^-/-<guio>$^west/west<adj>/west<adv>/west<n><sg>$ ^extent/extent<n><sg>$ ^from/from<pr>$ ^Arunachal/*Arunachal$ ^Pradesh/*Pradesh$ ^to/to<pr>$ ^Kuchchh/*Kuchchh$ ^is/be<vbser><pres><p3><sg>$ ^about/about<adv>/about<pr>$ ^2,900/2,900<num>$ ^km/km<n><sg>/km<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0006	इस भिन्नता में भी हम एकता को पाते हैं, जो हमारी परम्पराओं में दिखती है। 	Eng_Geo_ncert_6stnd_7ch_0006	There is a great variety in the climate, vegetation, wildlife as well as in the language and culture.	b'^There/There<adv>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^great/great<adj><sint>$ ^variety/variety<n><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^climate/climate<n><sg>$^,/,<cm>$ ^vegetation/vegetation<n><sg>$^,/,<cm>$ ^wildlife/wildlife<n><sg>$ ^as well as/as well as<cnjcoo>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^language/language<n><sg>$ ^and/and<cnjcoo>$ ^culture/culture<n><sg>/culture<vblex><inf>/culture<vblex><pres>/culture<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_7ch_0007	यही कारण है कि हम एक राष्ट्र में बंधे हैं। 	Eng_Geo_ncert_6stnd_7ch_0007	In this diversity, we find unity that is reflected in traditions that bind us as one nation.	b'^In/In<abbr>/In<adv>/In<pr>$ ^this/this<det><dem><sg>/this<prn><dem><mf><sg>/this<prn><rel><an><mf><sp>$ ^diversity/diversity<n><sg>$^,/,<cm>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^find/find<vblex><inf>/find<vblex><pres>/find<vblex><imp>$ ^unity/unity<n><sg>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^is/be<vbser><pres><p3><sg>$ ^reflected/reflect<vblex><pp>/reflect<vblex><past>$ ^in/in<adv>/in<pr>$ ^traditions/tradition<n><pl>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^bind/bind<n><sg>/bind<vblex><inf>/bind<vblex><pres>/bind<vblex><imp>$ ^us/prpers<prn><obj><p1><mf><pl>$ ^as/as<adv>/as<preadv>/as<cnjsub>/as<cnjadv>/as<pr>$ ^one/one<num><sg>/one<prn><dem><mf><sg>$ ^nation/nation<n><sg>$^./.<sent>$\n'
